15499
6887	225	9519
5559	421	4496
6887	6370	3775
2919	8045	5111
6399	9813	10589
1946	207	9308
10889	7051	2728
3733	2954	10167
6584	8507	9716
3913	38	3305
8367	8759	3169
7573	5833	4972
7405	4580	8935
1946	2032	1520
5347	6094	1725
6009	3475	3942
9196	8685	7491
972	9793	4948
1946	5654	7664
4852	4792	8261
2195	7258	3083
10784	4286	2996
201	117	2194
3549	871	6819
6490	1559	3676
6009	2155	920
6887	8952	980
8074	6071	8953
6740	9278	4002
6009	2705	7635
8450	2611	7376
6399	9164	5872
4852	4792	10978
9969	9757	4341
2919	1022	6834
8960	9948	10531
10518	4041	10456
1946	5654	6045
8367	5373	1827
5445	7503	3664
10889	1967	9049
2294	7651	7319
244	10847	10277
9120	1967	8226
8367	9637	5677
6887	2097	8538
6887	9421	6942
10518	3849	6164
9826	684	600
3832	10365	3445
10784	3088	11005
3404	7787	6473
9946	9254	1048
9196	5654	20
10884	96	10962
1946	6502	3934
10858	9330	6877
6740	82	1543
6399	6593	5319
9946	2904	7771
2358	9744	5495
2478	10974	2078
5356	2954	7894
3526	7395	5675
9399	5836	4528
10518	2122	10518
6887	4165	5772
746	11045	982
4873	7998	1907
6740	8831	9713
5642	5494	4856
1824	1856	820
7320	39	1414
8728	7267	673
7162	720	7469
7405	10435	118
9300	2902	7617
1230	6028	291
10518	10290	10711
4747	3418	2953
8728	1851	8741
5773	10856	7601
4904	9494	10423
1393	2173	6335
9300	5413	7352
5654	9555	9851
2919	8445	10800
4852	4792	10220
7162	5698	5149
6887	10611	9720
2222	4940	5049
452	7105	7533
3728	335	471
6399	7906	1682
2195	8853	2939
9969	1389	8482
5750	7648	6471
8438	2226	7337
5803	5332	3664
5559	3442	7431
4834	9884	3725
8367	3103	6847
2569	7540	10955
1824	9111	8359
2358	10622	533
9946	9898	339
2919	9256	9194
10884	9520	1343
7573	8078	7992
8111	5438	559
3832	4657	2805
10401	562	3519
7162	6183	6991
9196	8745	6258
1993	7020	2212
6887	2191	6264
1946	6077	7150
5773	5725	1503
1230	349	3065
8367	8963	7632
8367	7827	6408
5773	10602	3811
2783	7566	2435
6740	591	2900
6887	2164	5879
7320	5887	2888
3181	7126	8600
2195	5589	7829
1946	6071	4293
6887	6293	4771
1824	282	4193
2919	1009	722
6887	6786	4398
9770	5187	6885
5372	399	8370
6009	6364	5447
2222	5183	5955
4852	4792	9387
6364	2427	6713
10784	2812	10389
8367	1936	7828
10784	8905	100
10518	7607	7118
1946	7918	867
6887	3030	2493
10604	3315	8595
1946	4922	7952
10518	8320	8569
9853	4220	10897
5605	3310	10408
746	11004	3475
2222	3619	7058
9946	6604	4961
5750	7349	4658
1946	4391	7349
6009	9233	6638
5773	5497	6470
7573	10724	6711
746	3400	8693
1946	8302	7187
3181	3822	5705
8450	9870	6055
6039	3041	4064
1946	2676	9629
10784	565	4024
6887	1423	6975
5773	8259	5222
1824	8454	5768
6887	4611	7055
2976	9494	9423
7162	3285	9427
6887	8540	7785
5425	10969	3066
6009	948	5220
9300	677	5551
6887	3826	7975
9563	7534	3780
3850	5291	4583
7945	4119	1042
6009	9159	9171
8438	3804	42
6887	564	2637
5803	665	7034
9969	521	5814
7162	5381	4281
1946	2042	5006
4873	10921	1030
8438	6431	8620
4873	3742	5120
1993	10443	5570
7320	5044	59
8367	1037	7289
1763	3043	4256
4791	9019	8182
10518	9412	1516
946	5405	8337
8976	3172	6879
7162	4554	5414
6166	4741	19
6887	735	2887
5773	311	9719
10807	404	3486
2919	8351	7416
8960	8360	2630
7320	6554	2315
1946	10757	11062
1946	6327	3593
9399	376	1547
2783	2318	10605
6887	9871	4676
7444	6896	4114
8979	7561	10666
2195	8389	5706
2195	9390	8508
2454	624	5467
2976	5422	704
2450	2976	2308
6887	8836	5373
8335	3276	5689
10518	10433	670
1946	3744	6889
7162	4804	10033
10518	10935	2357
1393	7140	5553
6887	5959	7961
7162	9509	1202
9826	8093	6241
6887	8540	2423
6009	6882	2278
8976	10834	10525
7162	8757	8754
9826	3282	9496
1313	6009	4340
10219	7391	10869
5844	5106	2363
9969	6942	10611
1313	949	8444
2195	1981	8590
1946	8105	10156
7162	9496	1583
1946	6082	9286
6009	4025	2785
3728	10192	452
7321	613	6436
6009	7541	6531
8363	88	1590
6887	2508	2584
3181	8442	4375
6039	10063	5090
6364	6201	8753
1230	5474	3029
8976	6765	10121
4852	4792	3578
4873	2581	4769
4873	2127	4989
1946	2217	2975
2195	2777	2881
9399	769	8701
1946	5611	66
191	2912	1699
9946	709	7771
5773	3535	9514
3324	7601	6179
4685	7447	7991
6583	611	9902
1946	3402	5321
2195	8742	7304
10518	4380	1389
1946	1039	9075
6009	2358	983
2195	7021	9604
8164	6411	9519
1946	8443	572
8367	6712	7233
2048	2812	4763
9946	5859	9452
1094	278	7567
5559	10625	46
9399	11025	10917
2358	6537	10824
2195	10908	8903
2195	4248	10920
7162	4678	6257
1946	4981	2012
6887	2130	8500
6364	10616	8657
10518	6918	10578
9969	9757	5888
5773	9616	745
5445	6618	11021
6887	8923	6441
4873	10504	6102
8367	6786	10859
2294	2594	44
7162	2639	7305
5803	3410	6054
5750	9037	1686
5803	4213	5173
5773	11	10980
4791	7053	5125
10232	3409	3220
10232	9194	8176
2145	4910	2543
4873	2012	7980
2294	3622	3380
8367	8193	10447
7414	2422	87
9946	5345	7562
10784	5718	3353
1946	1038	8558
6009	5535	8651
7839	4746	1952
10784	8933	2565
2195	5688	7653
7162	5688	8679
9196	6078	10431
1946	477	7015
6887	3805	6499
9196	3821	8477
6776	3348	4482
8976	3386	4188
5750	8151	6704
6399	2923	3959
6661	7604	134
6566	2117	7253
9399	6869	8574
1946	7191	3917
2454	3297	6391
444	8894	8653
4852	4792	3817
7976	5962	46
1946	387	3627
10232	9018	448
8364	6605	3425
244	4731	3969
746	4441	5861
2222	78	320
7573	3935	2078
3343	2916	8855
9563	10071	1961
3825	9433	6267
9946	10240	8783
1167	5230	3855
4852	4282	1047
9196	5215	10134
8736	700	10014
7162	8851	10942
2919	5595	6003
1946	9010	5519
6009	8732	7027
5803	6967	309
3630	5999	7410
2195	5363	8774
7405	5369	8130
2195	10489	4390
1824	8454	9359
6740	10766	4513
1652	5230	8154
144	4102	283
6887	9180	1879
3404	5661	7670
6887	6084	10155
8367	9494	2440
6009	9525	1144
9196	4507	7877
6887	9312	3838
2195	7410	4038
9729	10528	3372
9300	769	458
1946	3461	8708
2222	2630	6071
1946	1775	3686
1662	10380	9150
161	7981	3426
4892	5986	9082
6887	496	10553
2195	9633	3303
6399	10230	1682
2978	3779	4414
7162	3352	3796
9399	1273	7982
2195	1841	731
4873	4757	4121
8367	2431	5677
5750	7267	9426
746	10558	8743
8976	4792	671
12	592	1789
10719	4092	9352
6887	2298	1740
1824	4040	10237
4873	2273	6959
1824	8659	5156
5654	8726	6473
2095	9525	10180
7837	9246	4042
7405	957	3060
4791	191	5363
7320	5106	6512
3404	9716	5209
7405	5416	1147
7573	749	4010
3832	7390	1548
4446	681	9475
4838	5906	7610
10530	9999	2015
2322	2931	189
9826	7494	5440
6887	1903	1088
1946	7699	964
1012	5106	2248
216	10997	4272
5372	8611	10848
972	3594	3241
5773	2261	882
2195	4498	8469
8367	7193	6730
9300	4983	5512
2195	10530	6121
2919	2013	9194
1946	3110	8761
2783	744	7343
10976	9999	2781
2195	6094	9016
4878	287	3716
1946	5499	3588
8367	5201	9080
216	1199	5822
5445	4982	7325
5372	3763	1156
6009	1837	7431
10232	6261	9511
2195	7538	5774
7405	9654	2517
9969	8253	11052
6399	2149	857
10232	6261	4211
9196	3426	7016
9969	4627	3419
4852	4875	10779
1946	8168	5460
5559	6087	8361
10232	4947	9940
2919	10763	5186
2195	1555	9130
6887	7034	7277
1946	4721	1809
5654	2245	7243
1946	10014	10948
1652	10958	5844
5750	2860	1150
10232	863	2530
9865	3739	5707
2195	8164	8606
3404	8855	4494
10877	7940	1249
4852	4792	1021
10889	2384	2922
6887	5529	6959
6887	1068	1750
9120	8192	582
1946	24	11032
5773	1605	5939
6887	8649	9298
2358	9735	3780
5559	6218	1510
8367	6584	8757
1946	9817	3910
1824	2746	5874
1946	7138	5132
8976	7537	9576
192	10135	772
9260	3231	5777
1946	505	431
746	4235	5328
9294	4503	1577
244	950	5987
8736	6846	2854
4852	2787	2704
7321	2474	4814
1824	6215	2272
1654	6647	3715
9399	9803	10823
9196	5688	4163
746	144	2585
5907	5616	3835
10536	5110	1078
9120	768	7636
5750	4665	2393
9946	548	7633
2222	6022	3548
1946	9242	7598
6399	7155	5404
5773	265	882
10858	8396	7819
475	443	8613
6887	962	10234
2976	3084	2211
1946	1232	6572
3404	10220	6343
5372	5715	1307
7162	7069	3089
5997	8222	5944
1946	9769	10673
791	2477	4463
5425	10493	3668
8736	10273	4729
7573	6922	229
7831	11023	2639
4852	6591	10067
10784	1881	10121
4873	10864	9734
8438	695	3738
7320	1177	4304
5481	8348	10016
10719	4501	864
746	8636	10027
1946	7952	2951
4852	4792	8746
7573	6143	7156
1993	687	1544
2919	1239	9588
9969	6139	2570
6616	4514	1162
5773	3351	10977
8438	9494	7185
4904	465	899
6740	6780	6480
1946	4214	8121
972	5604	3381
8514	2443	3062
6312	8522	2149
10858	9494	9873
1946	2629	1720
5489	5425	5946
9300	769	3629
2358	8454	1179
9120	535	3484
9120	6419	9372
2195	9476	5132
5571	3926	6473
2222	3005	3307
6887	5395	5988
3728	6773	5414
9853	105	9072
6009	177	7120
6740	1216	4430
7320	9303	10225
1946	10796	9084
10348	1432	5384
2919	8800	5287
1374	2349	8539
4873	9516	3364
7945	8569	6844
6887	9494	2658
6399	5242	4192
3728	6204	9629
5773	7849	6940
6740	10049	965
1654	8939	6577
8367	10495	7156
4873	6542	10441
3404	10665	9367
7573	1488	7537
3830	8822	62
3192	9670	6303
10232	6341	8506
6887	5873	1126
8979	7607	7395
6887	7204	3074
6009	8020	2903
1946	4411	1211
1946	9434	9484
5844	5962	5135
2195	10326	7132
8367	4099	8704
9946	7032	2732
10087	9726	2767
6887	8809	3518
7414	9335	2226
5559	6874	4514
10401	8914	670
862	3116	10805
3181	9211	3078
2919	8823	4632
8736	1191	2373
8111	5726	227
6887	5688	355
2095	3462	10759
2195	9494	10337
2195	4532	2541
6887	5959	2531
7839	9678	3822
7316	314	3664
2294	1385	1158
6399	7629	5924
10518	8873	2949
6616	2370	4929
1946	4691	2939
6887	10705	5602
2976	10892	5016
8367	7805	5677
1946	646	10069
9770	3273	10359
8111	10069	9894
4878	7842	410
10518	8454	10439
6887	972	6708
2458	7025	5514
5803	3698	6896
3192	2045	10895
6364	5582	6713
10348	9535	1170
4834	5795	8769
6616	2455	2207
1946	8050	10517
746	5027	7233
6399	8929	9206
7162	10215	7875
4852	4792	574
7320	9289	670
2358	1843	5311
6887	1815	2139
10699	6405	9962
10784	10493	815
6887	9470	1893
8367	8495	5677
6887	2594	7675
187	1961	10429
6490	1508	6165
8450	6431	3231
8976	447	7527
7573	8959	1479
5844	4173	6238
6399	2923	6978
6009	1051	8385
2358	9437	5838
10232	8080	5948
2919	9781	8211
2919	6567	10568
439	7683	6592
6399	9390	4597
8367	4734	3510
2195	2604	10570
4873	5217	3972
1946	503	9371
8976	7746	7985
3484	2962	1045
8367	8537	5677
10518	5056	3971
2195	1494	10762
244	5702	5530
4852	4792	9642
7162	8247	9927
10536	5801	2249
5803	6237	7682
3543	3026	1137
6399	1043	1682
9260	6084	5099
9196	11056	4489
2454	2634	8062
7945	3658	346
7162	8784	4071
6887	354	514
2454	5501	7197
1946	10593	2147
2222	5396	1743
5445	6087	9188
2454	8428	2454
3192	7974	3664
1946	4742	67
7320	7085	2790
4852	4792	6995
6887	11044	5145
6887	3945	10010
6740	9882	10945
10518	10779	2407
4852	4792	5439
7162	9494	2100
8831	10233	3738
5445	8535	2412
4904	6052	6559
10394	4045	3659
6887	8658	4716
5750	472	6704
1868	4076	4469
2095	9494	8752
2919	5789	9002
2195	6403	1437
3920	4058	2407
6887	10710	1498
6887	906	7964
4680	6689	5148
10334	4385	8665
6009	548	8023
884	4300	7140
201	4813	10686
8367	9366	4946
6399	1219	3304
6887	10774	1805
6887	2124	200
8763	867	425
9120	4987	9489
5844	10229	1234
10784	3568	5310
6887	758	4699
2222	6945	4612
9300	8592	8073
444	6887	338
6887	17	2527
2095	2594	2394
3733	6520	159
8004	1137	863
8736	6071	5493
752	1666	5395
7414	2895	1154
6887	7432	6653
2195	468	6522
9946	968	2366
972	10756	10684
6887	9088	7579
2458	9764	3562
9865	6513	4943
8367	10500	2977
2454	237	2223
9149	10054	2755
7162	3002	3804
627	2292	6777
6009	5770	10063
6887	2661	8819
10248	3900	3056
5773	7702	1816
9946	5281	9918
6887	3967	3671
2976	4677	1062
9399	7637	5730
6887	5288	7309
8450	8513	4418
8111	10150	6363
6284	3222	6358
2358	7201	9238
972	6431	8175
1946	5349	6415
5803	7034	805
6740	5288	5934
10604	5052	9303
4892	10481	6259
10530	139	4698
6399	9362	6606
2976	4939	10272
9339	4703	3974
2358	7863	8931
9294	7512	6887
9300	3572	7233
9969	8143	10306
9770	10184	8497
9300	6363	6230
9946	8469	4232
9770	7945	8320
7405	2144	6924
2875	11050	7014
6616	1176	7738
6399	10395	1613
7320	10744	3903
2395	10983	2102
4873	4817	452
5300	2770	8702
1946	1075	1697
10518	8615	3180
6740	383	5417
10401	3732	4465
5372	7212	10782
5844	1199	4159
8367	1507	9970
4873	7600	94
8111	5249	6528
2478	5932	5010
2195	9195	8193
3404	2958	5059
1314	9517	10513
3404	6728	43
1012	10121	7786
2195	6618	2421
8450	7510	10046
10232	3721	655
8367	3475	4001
4834	123	6234
439	5631	3248
2195	6137	4123
627	7690	4741
1824	492	8205
8831	173	7486
6399	2055	1548
5773	4841	5815
1824	7443	6170
7320	6557	10189
6887	1254	7871
1946	703	1626
4878	9225	5824
10858	4623	143
5372	9655	1808
191	5617	2677
10604	5862	2824
5773	7544	3831
3404	6112	3469
3526	9765	9592
8979	36	6916
1993	5052	598
6009	3223	2692
6887	3066	5444
6887	997	8026
8367	7632	3368
1946	6476	3381
8976	10142	3488
8976	7456	8568
6887	7023	2527
3404	9310	7875
6887	6084	10470
5559	6019	5371
1946	2162	2788
6887	4795	9774
4873	7430	169
9196	7876	2673
2195	6237	1299
1946	3000	1083
1946	1027	5611
5559	7350	5750
4579	7034	3964
8976	6242	8493
3484	8716	8972
2264	2836	4101
1993	4540	3195
7945	5585	1370
6887	5803	5573
4852	4792	3933
6887	5386	4471
8910	10579	10091
10699	716	1684
10518	3799	8692
6887	3275	4311
3404	3898	10993
2195	6209	5706
9300	9534	7989
10232	9475	4329
4852	4792	1141
5773	11020	4577
3606	5151	9916
8164	3858	7829
746	9277	6473
2195	10032	8224
7414	10321	6981
6009	5033	6172
6887	7270	3019
10784	10282	8922
5750	141	6704
2358	2164	8265
2919	8018	1419
2095	6777	5924
5605	8460	8624
10518	8615	9601
7162	7667	10954
8438	9222	296
4628	9613	1609
6887	9525	4202
8728	5641	2944
8367	1136	8666
6887	2541	9906
6887	9139	5263
10719	10661	6478
6887	10048	1279
8367	4478	3890
6887	1501	360
4852	6964	10956
6566	10861	8883
6887	2849	9519
6887	573	9519
1993	6998	7654
9300	9390	8122
746	4550	2272
5372	7561	1148
972	10097	102
5456	3482	511
4852	4792	2715
10354	9085	8351
2976	985	3755
5372	1213	7084
5160	1033	9064
746	7407	9340
5445	4160	8609
7316	8056	4081
2195	974	837
1946	7062	4052
5481	304	6768
6009	6668	9674
5563	257	132
7945	8802	69
3181	9390	9761
2976	6106	2211
5372	10070	5527
8367	9672	1622
1946	10849	10923
6009	5342	3087
8728	3755	6520
4852	4792	8107
4791	7462	8097
6887	3293	2025
8976	5666	1683
4852	4792	9012
9120	3059	7156
599	4329	7373
191	1253	7334
746	7357	10941
6009	8660	3379
1654	5654	6576
1946	5412	7222
774	3215	6773
9729	3330	399
934	6803	6370
2222	4679	1319
6887	1429	9100
1946	8406	8113
8831	4512	1811
1946	2133	5598
4873	9442	7679
7444	9449	882
2222	5493	4152
8976	5232	10173
7414	10111	4754
6399	6990	9147
5559	4043	2110
6740	7802	5607
2195	1526	4788
8979	10650	705
10348	7319	9984
6616	7129	6852
8367	1916	866
144	8471	4812
746	1616	3664
4878	1119	8484
7839	7205	29
1946	7633	2741
9770	8549	709
9120	6672	5942
10401	3594	3956
6887	1660	2920
4852	4792	2465
7444	859	8027
1472	5620	836
5445	8415	3271
1963	2445	3776
746	696	2761
6887	272	7503
10719	5959	924
5750	9294	5533
10354	3010	670
2919	1847	2038
746	4036	5626
9969	1208	10768
144	10925	7347
1946	9693	6889
8910	3976	567
6887	8985	9242
10348	1659	6246
2222	7560	3295
6399	1474	9413
5372	10137	3251
2294	2760	1803
6009	962	975
2322	6646	98
10232	6899	4688
9300	4289	5241
1946	8942	10853
3850	8738	4169
4873	9494	5684
3728	3103	2046
7162	8150	10750
2195	9443	88
6740	291	7055
7405	903	6522
746	5225	990
7316	10269	3638
3728	6655	3595
1946	1199	10371
4579	8529	9801
10784	2812	2128
6399	9494	2555
6887	8411	7112
8164	4352	5952
2195	5688	618
7162	2692	7037
6887	3391	10426
1946	8229	5643
6887	9354	9298
6399	3305	687
9969	261	6585
972	11013	6330
2222	4793	9765
2919	3944	7416
4873	5685	2241
2454	4685	4048
6887	508	8559
6399	6659	3326
3830	10180	5064
1946	9264	592
10348	5525	9214
8363	1007	6213
3850	1969	2957
1230	10913	7965
9969	1277	6049
5750	2448	10274
2919	1930	2632
3181	7798	8035
5481	7936	2141
8367	1010	8994
6399	5296	6124
5844	6156	11015
244	1738	1750
7316	7129	5370
6887	1865	695
475	8236	1486
1200	5490	3653
1824	4168	324
3728	8594	6099
6399	9494	6593
201	10922	7103
6887	2731	969
3850	5063	3885
2195	9160	9641
10858	7550	7708
5844	8032	10897
8367	962	6521
6009	1012	7809
3404	4337	10009
2145	4999	9256
3728	9368	10240
2294	607	6047
8367	9721	1950
1946	3898	9115
4791	3108	6090
2195	5411	10532
8728	6043	6971
6887	3790	7247
7162	2741	5980
4791	2165	6237
1374	8919	3270
5247	7165	208
3549	6563	5313
8367	816	10126
6887	1234	9443
2195	5106	5986
4873	4837	4013
4904	2843	10113
4873	6543	1383
7162	3352	8289
7573	2335	6307
2919	5475	8478
8976	3227	6412
6887	1901	300
2919	7436	3852
1012	3236	9007
3728	7607	8584
4852	4792	7298
8450	7256	3258
9826	1633	8426
884	8332	9760
701	8871	2382
9946	5402	10776
9399	6900	2190
6009	4685	5810
475	8236	8021
7573	1648	3004
7320	1153	8758
2919	2419	4201
1563	3504	3263
2195	3295	11018
4852	4792	7097
9300	769	5665
5773	10909	7172
1993	2593	10747
6399	10844	5594
2195	3818	7778
7414	4794	10874
9946	5635	9024
5654	5663	1300
10699	2761	10363
8367	9673	4256
5372	10699	8440
3728	8873	5151
4878	9089	6727
5372	7338	4522
7067	6551	1612
9969	2210	8545
5803	7368	3049
5803	1845	5516
9300	783	3675
1946	1384	1718
10401	8723	7577
2294	10042	67
7162	9912	1767
2919	2293	8974
2454	2464	11033
6616	7129	7844
5445	10781	602
6740	7701	6779
5563	2185	1623
6616	7129	8697
3006	10540	8411
9300	4714	7314
9931	5125	334
10884	962	6854
1824	7551	943
5803	3592	10417
7405	5688	7732
714	9750	629
2976	4046	215
9067	8730	2581
2195	779	2496
2919	6514	8212
2919	7614	4086
6740	5288	4075
10518	9373	10891
6009	8526	9849
10518	3887	8527
6684	9332	7887
4852	4934	3763
4873	8084	7222
6009	114	5720
9300	2229	4181
3733	7242	9648
5372	8766	7510
6275	4014	6394
9448	8169	8336
2195	1327	2412
1946	9602	10897
10784	6190	3446
4791	8559	7368
6887	4389	110
6616	5450	4157
2195	2722	5805
8450	1628	10360
10699	5202	977
9969	2351	10820
9865	3215	259
2690	2812	4864
2976	1938	10664
5773	3136	4345
8438	841	3576
8367	8239	10098
1433	2220	8345
6009	1460	2887
288	10335	5959
5590	9491	6771
7405	10435	4998
1946	7309	3973
6887	5120	5573
6887	4634	9556
10232	4064	9456
9969	1965	2852
746	1691	10446
1946	7910	7090
10348	10088	9629
6887	9949	209
4791	4960	9454
9946	9746	7038
6399	1476	67
6009	8186	1532
6740	7836	5342
6399	9066	7829
6009	8408	156
1946	9999	5332
6583	4006	4055
3728	10521	5820
2264	5563	2842
746	9119	731
7320	4991	8586
9399	3187	2628
7405	2812	10469
4852	4792	9986
2358	4105	2000
4852	4792	10907
1094	6390	6698
5773	9551	9006
1946	1619	339
9399	10558	7462
5445	2202	6351
2919	10677	3105
2322	173	4828
1946	7422	8295
4747	4479	2539
4791	1762	6236
9399	2379	2409
2322	7150	4772
6399	4262	1948
4852	7958	2919
8367	10627	9857
3129	5826	6699
6616	7129	4467
1012	7621	1078
5773	9155	5081
6887	4437	4268
5803	5640	5756
10518	3550	2272
1946	8543	6279
10334	4955	6812
5773	2603	10138
2095	5106	7494
6009	6049	695
6399	3918	5512
10518	8615	3936
5803	10854	8767
5773	2232	9804
8335	10923	5941
5773	2846	5781
4579	7402	5646
7837	6094	6176
7162	5230	10028
1824	10007	9928
5571	10371	1849
2358	4830	1375
9300	10117	11035
6399	1821	999
10401	7563	4114
10348	9494	3672
2195	4664	3234
6399	214	8008
8450	9757	3219
746	9200	1978
7405	915	1800
1946	365	6473
8367	1686	4162
2349	3956	5991
10858	3844	5843
7945	9491	6302
10518	2140	6542
6887	1681	10229
6887	9840	6414
5773	2829	11013
2322	2366	4136
1946	4487	5706
187	2986	4257
3832	9360	2970
6887	8570	3518
5489	10769	10728
2195	3563	7714
6399	5691	5758
1654	2862	389
2195	741	6088
1946	9390	8463
8262	9441	1795
4834	3691	3662
3850	623	7661
1652	9813	7284
6887	5678	8926
5445	2878	4393
7009	7588	5669
7162	10574	1692
6887	6084	6938
2454	7426	10553
10961	3492	7887
7162	5109	1091
1094	5169	7567
10561	9075	7019
8976	4940	2256
4852	4792	22
2783	5886	10165
7162	7696	731
5456	5628	7618
6887	9213	10833
2195	5260	10517
6887	9944	8690
5773	9006	2897
1946	5688	2969
1012	2992	8713
4852	4792	7306
5590	8964	6802
1654	6429	4830
8078	5130	11037
6887	10434	5578
2919	1132	3887
6740	4440	7575
746	1204	9629
8450	5086	3816
8960	6172	8193
6887	3239	444
7320	8021	5579
2919	3971	8418
6887	294	6429
7162	1049	4358
1946	891	5706
3832	10764	3872
9260	2733	6993
10807	504	3939
1138	7319	4531
6399	9639	1082
7320	6087	5005
6009	10304	1903
10348	8203	6333
3728	9494	8644
1946	2997	2640
7316	2558	2065
6887	6610	3563
7162	255	6761
5559	125	3228
2919	5520	10373
5844	1199	10383
7414	9364	3965
10401	814	9363
1662	7178	8887
6842	4928	5051
8450	9937	7921
4020	2087	7533
6009	5745	1674
2454	8964	7583
6616	7129	3373
7414	7543	9015
5022	10835	1870
5559	2363	6438
10877	5142	10128
6887	2044	10617
3606	6428	6160
1946	792	2436
5773	6087	3182
10889	1106	5030
9969	7941	1709
5773	6345	2487
7831	8368	5455
7320	2006	3272
10858	1188	3844
8976	6702	3664
2919	9041	8653
5654	7352	1688
746	7840	647
9300	769	2210
1946	4126	4291
7162	11057	1305
6566	10211	8883
746	5923	7081
9120	3499	5942
1824	9125	8039
746	7454	2990
6399	3280	7701
1946	4116	6815
2195	3588	7990
9196	6628	10940
5773	5137	6339
8976	5230	6796
8976	8071	8640
8450	9889	8547
2195	7439	1268
972	8841	8218
10435	1730	9346
1946	3800	9312
6399	2132	8675
1393	2550	3715
10518	8562	5653
6887	9756	8541
8262	9390	7692
5559	5900	4815
8736	6894	7666
1314	5329	6754
5445	7739	4431
8074	6071	7554
10334	5469	10276
10784	3164	2498
3181	6558	3279
8367	1769	2473
9969	7409	10820
1946	6500	8970
1946	7610	6281
9826	5072	5480
9439	2522	4109
3733	10660	10725
2294	840	2192
5642	3731	7096
4852	4792	498
5803	6561	7027
3728	6000	3515
9399	4157	8574
8736	6883	7618
746	281	7559
9300	769	2796
9770	3040	10045
2195	9902	3098
1230	10990	10883
10727	8575	6607
2195	3377	777
8367	4156	5175
3181	9494	4570
5445	4055	5706
10348	3443	11035
4852	4792	6594
2222	2304	4380
3338	662	9571
1946	3329	10570
9969	10000	1949
10784	1294	571
1654	10105	10862
8450	4792	10718
5773	2235	4977
8976	4960	2433
7405	6970	4064
1946	2549	5896
10518	5970	1634
9969	9757	564
1230	9494	9659
2976	3040	7003
2294	8613	1831
3733	1552	5109
2195	10474	882
2976	746	7800
6399	8871	9759
2569	1022	2706
2195	7527	2881
7405	5176	10570
